[Gene ID]	[source_id]	[Product Description]	[Input ID]	[# TM Domains]	[SignalP Scores]	
Tb927.11.2370	Tb927.11.2370:mRNA	mRNA export factor MEX67	Tb927.11.2370	0	N/A	
Tb927.11.2380	Tb927.11.2380:mRNA	phosphoglycerate kinase, putative	Tb927.11.2380	3	N/A	
Tb927.11.240	Tb927.11.240:mRNA	hypothetical protein, conserved	Tb927.11.240	0	NN Sum: 3, NN D: .6, HMM Prob: .84	
Tb927.11.2420	Tb927.11.2420:mRNA	Tubulin-tyrosine ligase family, putative	Tb927.11.2420	0	N/A	
Tb927.11.2440	Tb927.11.2440:mRNA	Tubulin cofactor C domain-containing protein 1	Tb927.11.2440	0	N/A	
Tb927.11.2470	Tb927.11.2470:mRNA	metallo-peptidase, Clan MF, Family M17	Tb927.11.2470	0	N/A	
Tb927.11.2490	Tb927.11.2490:mRNA	Unc104-like kinesin, putative	Tb927.11.2490	0	N/A	
Tb927.11.250	Tb927.11.250:mRNA	ubiquitin carboxyl-terminal hydrolase, putative	Tb927.11.250	0	N/A	
Tb927.11.2500	Tb927.11.2500:mRNA	Metallocarboxypeptidase 1	Tb927.11.2500	0	N/A	
Tb927.11.2510	Tb927.11.2510:mRNA	NUC173 domain containing protein, putative	Tb927.11.2510	0	N/A	
Tb927.11.2530	Tb927.11.2530:mRNA	Mitochondrial SSU ribosomal protein, putative	Tb927.11.2530	0	N/A	
Tb927.11.2540	Tb927.11.2540:mRNA	hypothetical protein, conserved	Tb927.11.2540	0	N/A	
Tb927.11.2570	Tb927.11.2570:mRNA	hypothetical protein, conserved	Tb927.11.2570	0	NN Sum: 0, NN D: .24, HMM Prob: .65	
Tb927.11.260	Tb927.11.260:mRNA	Putative intraflagellar transport protein F6	Tb927.11.260	0	N/A	
Tb927.11.2600	Tb927.11.2600:mRNA	hypothetical protein, conserved	Tb927.11.2600	0	N/A	
Tb927.11.2610	Tb927.11.2610:mRNA	hypothetical protein, conserved	Tb927.11.2610	0	N/A	
Tb927.11.2640	Tb927.11.2640:mRNA	Nucleolar protein 53	Tb927.11.2640	0	N/A	
Tb927.11.2650	Tb927.11.2650:mRNA	heat shock protein 84, putative	Tb927.11.2650	0	NN Sum: 0, NN D: .32, HMM Prob: .62	
Tb927.11.2660	Tb927.11.2660:mRNA	Golgi reassembly stacking protein (GRASP homologue), putative	Tb927.11.2660	0	N/A	
Tb927.11.2670	Tb927.11.2670:mRNA	Nucleoporin NUP59	Tb927.11.2670	0	NN Sum: 0, NN D: .07, HMM Prob: .92	
Tb927.11.2690	Tb927.11.2690:mRNA	Succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial	Tb927.11.2690	0	N/A	
Tb927.11.2730	Tb927.11.2730:mRNA	UDP-galactose 4-epimerase	Tb927.11.2730	0	NN Sum: 0, NN D: .26, HMM Prob: .52	
Tb927.11.280	Tb927.11.280:mRNA	hypothetical protein, conserved	Tb927.11.280	0	N/A	
Tb927.11.2840	Tb927.11.2840:mRNA	magnesium-dependent phosphatase-1/HAD phosphatase, family IIIC, putative	Tb927.11.2840	0	N/A	
Tb927.11.2910	Tb927.11.2910:mRNA	phosphoglycerate mutase, putative	Tb927.11.2910	0	N/A	
Tb927.11.2940	Tb927.11.2940:mRNA	hypothetical protein, conserved	Tb927.11.2940	0	N/A	
Tb927.11.3030	Tb927.11.3030:mRNA	phosphoribosylpyrophosphate synthetase, putative	Tb927.11.3030	0	N/A	
Tb927.11.3060	Tb927.11.3060:mRNA	Phosphate transport (Pho88), putative	Tb927.11.3060	2	NN Sum: 2, NN D: .4, HMM Prob: .81	
Tb927.11.3130	Tb927.11.3130:mRNA	glycosomal transporter (GAT2)	Tb927.11.3130	4	NN Sum: 2, NN D: .39, HMM Prob: .79	
Tb927.11.3240	Tb927.11.3240:mRNA	T-complex protein 1, zeta subunit, putative	Tb927.11.3240	0	N/A	
Tb927.11.3250	Tb927.11.3250:mRNA	dynein heavy chain, putative	Tb927.11.3250	0	N/A	
Tb927.11.3270	Tb927.11.3270:mRNA	squalene monooxygenase, putative	Tb927.11.3270	2	NN Sum: 4, NN D: .79, HMM Prob: .62	
Tb927.11.3280	Tb927.11.3280:mRNA	Kinesin-13 5, putative	Tb927.11.3280	0	N/A	
Tb927.11.3290	Tb927.11.3290:mRNA	Tripartite attachment complex protein 166	Tb927.11.3290	1	N/A	
Tb927.11.330	Tb927.11.330:mRNA	Myosin-like protein 1	Tb927.11.330	0	N/A	
Tb927.11.3310	Tb927.11.3310:mRNA	ubiquitin-conjugating enzyme, putative	Tb927.11.3310	0	N/A	
Tb927.11.3320	Tb927.11.3320.1:mRNA	ras-like small GTPase, putative	Tb927.11.3320	0	N/A	
Tb927.11.3320	Tb927.11.3320.2:mRNA	ras-like small GTPase, putative	Tb927.11.3320	1	NN Sum: 3, NN D: .39, HMM Prob: .4	
Tb927.11.3360	Tb927.11.3360:mRNA	Component of motile flagella 22	Tb927.11.3360	0	N/A	
Tb927.11.3380	Tb927.11.3380:mRNA	Ran-binding protein 1, putative	Tb927.11.3380	0	N/A	
Tb927.11.3480	Tb927.11.3480:mRNA	Sin-like protein conserved region, putative	Tb927.11.3480	0	N/A	
Tb927.11.3490	Tb927.11.3490:mRNA	hypothetical protein, conserved	Tb927.11.3490	0	N/A	
Tb927.11.350	Tb927.11.350:mRNA	RNA-binding protein, putative	Tb927.11.350	0	N/A	
Tb927.11.3500	Tb927.11.3500:mRNA	Dpy-30 motif containing protein, putative	Tb927.11.3500	0	N/A	
Tb927.11.3510	Tb927.11.3510:mRNA	hypothetical protein, conserved	Tb927.11.3510	0	N/A	
Tb927.11.3570	Tb927.11.3570:mRNA	metallo-peptidase, Clan MA(E) Family M1	Tb927.11.3570	0	N/A	
Tb927.11.3580	Tb927.11.3580:mRNA	Thiamin pyrophosphokinase, vitamin B1 binding domain containing protein, putative	Tb927.11.3580	0	N/A	
Tb927.11.3600	Tb927.11.3600:mRNA	40S ribosomal protein S4, putative	Tb927.11.3600	0	N/A	
Tb927.11.3650	Tb927.11.3650:mRNA	adenylosuccinate synthetase, putative	Tb927.11.3650	0	N/A	
Tb927.11.3700	Tb927.11.3700.1:mRNA	Uncharacterised ACR, YagE family COG1723, putative, unspecified product	Tb927.11.3700	1	N/A	
Tb927.11.3700	Tb927.11.3700.2:mRNA	Uncharacterised ACR, YagE family COG1723, putative, unspecified product	Tb927.11.3700	1	N/A	
Tb927.11.3710	Tb927.11.3710:mRNA	hypothetical protein, conserved	Tb927.11.3710	0	N/A	
Tb927.11.3730	Tb927.11.3730:mRNA	leucyl-tRNA synthetase, putative	Tb927.11.3730	0	N/A	
Tb927.11.3740	Tb927.11.3740:mRNA	proteasome regulatory ATPase subunit 2	Tb927.11.3740	0	N/A	
Tb927.11.3770	Tb927.11.3770:mRNA	Dpy-30 motif containing protein, putative	Tb927.11.3770	0	N/A	
Tb927.11.3790	Tb927.11.3790:mRNA	hypothetical protein, conserved	Tb927.11.3790	0	N/A	
Tb927.11.3830	Tb927.11.3830:mRNA	hypothetical protein, conserved	Tb927.11.3830	0	N/A	
Tb927.11.3840	Tb927.11.3840:mRNA	hypothetical protein, conserved	Tb927.11.3840	0	N/A	
Tb927.11.3860	Tb927.11.3860:mRNA	hypothetical protein, conserved	Tb927.11.3860	0	NN Sum: 0, NN D: .33, HMM Prob: .9	
Tb927.11.3880	Tb927.11.3880:mRNA	actin, putative	Tb927.11.3880	0	N/A	
Tb927.11.3900	Tb927.11.3900:mRNA	glycosyltransferase family-like protein, putative	Tb927.11.3900	0	N/A	
Tb927.11.3910	Tb927.11.3910:mRNA	hypothetical protein, conserved	Tb927.11.3910	0	N/A	
Tb927.11.3920	Tb927.11.3920:mRNA	hypothetical protein, conserved	Tb927.11.3920	0	N/A	
Tb927.11.3930	Tb927.11.3930:mRNA	hypothetical protein, conserved	Tb927.11.3930	0	N/A	
Tb927.11.3970	Tb927.11.3970:mRNA	hypothetical protein, conserved	Tb927.11.3970	0	N/A	
Tb927.11.4130	Tb927.11.4130:mRNA	ubiquitin-like protein, putative	Tb927.11.4130	0	N/A	
Tb927.11.4190	Tb927.11.4190:mRNA	Metallopeptidase family M24, putative	Tb927.11.4190	0	N/A	
Tb927.11.4200	Tb927.11.4200:mRNA	mannose-specific lectin, putative	Tb927.11.4200	1	NN Sum: 1, NN D: .31, HMM Prob: .88	
Tb927.11.4210	Tb927.11.4210:mRNA	U-box domain containing protein, putative	Tb927.11.4210	0	N/A	
Tb927.11.4230	Tb927.11.4230:mRNA	hypothetical protein, conserved	Tb927.11.4230	0	N/A	
Tb927.11.4290	Tb927.11.4290:mRNA	40S ribosomal protein S12	Tb927.11.4290	0	N/A	
Tb927.11.4300	Tb927.11.4300:mRNA	60S ribosomal protein L18, putative	Tb927.11.4300	0	N/A	
Tb927.11.4320	Tb927.11.4320:mRNA	Uncharacterized ACR, COG1678, putative	Tb927.11.4320	0	N/A	
Tb927.11.4330	Tb927.11.4330:mRNA	hypothetical protein, conserved	Tb927.11.4330	1	N/A	
Tb927.11.4360	Tb927.11.4360:mRNA	Protein of unknown function (DUF1014), putative	Tb927.11.4360	0	N/A	
Tb927.11.440	Tb927.11.440:mRNA	conserved protein	Tb927.11.440	0	N/A	
Tb927.11.4420	Tb927.11.4420:mRNA	hypothetical protein, conserved	Tb927.11.4420	0	N/A	
Tb927.11.4450	Tb927.11.4450:mRNA	ALBA-Domain Protein	Tb927.11.4450	0	N/A	
Tb927.11.4480	Tb927.11.4480:mRNA	Flagellar radial spoke protein 4/6	Tb927.11.4480	0	N/A	
Tb927.11.450	Tb927.11.450:mRNA	hypothetical protein, conserved	Tb927.11.450	0	N/A	
Tb927.11.4530	Tb927.11.4530:mRNA	N-acetyltransferase subunit ARD1	Tb927.11.4530	0	N/A	
Tb927.11.4550	Tb927.11.4550:mRNA	Domain of unknown function (DUF4200), putative	Tb927.11.4550	0	N/A	
Tb927.11.4610	Tb927.11.4610:mRNA	protein kinase A regulatory subunit	Tb927.11.4610	0	N/A	
Tb927.11.4650	Tb927.11.4650.1:mRNA	Mitochondrial ribosomal protein L52, kinetoplast ribosomal PPR-repeat containing protein 13	Tb927.11.4650	0	N/A	
Tb927.11.4650	Tb927.11.4650.2:mRNA	Mitochondrial ribosomal protein L52, kinetoplast ribosomal PPR-repeat containing protein 13	Tb927.11.4650	0	NN Sum: 0, NN D: .17, HMM Prob: .93	
Tb927.11.4690	Tb927.11.4690:mRNA	mitochondrial DNA polymerase I protein B	Tb927.11.4690	0	N/A	
Tb927.11.4700	Tb927.11.4700:mRNA	prostaglandin f synthase	Tb927.11.4700	0	N/A	
Tb927.11.4810	Tb927.11.4810:mRNA	hypothetical protein, conserved	Tb927.11.4810	0	NN Sum: 3, NN D: .67, HMM Prob: .92	
Tb927.11.4820	Tb927.11.4820:mRNA	60S ribosomal protein L17, putative	Tb927.11.4820	0	N/A	
Tb927.11.4850	Tb927.11.4850:mRNA	hypothetical protein, conserved	Tb927.11.4850	1	NN Sum: 2, NN D: .49, HMM Prob: .99	
Tb927.11.4880	Tb927.11.4880:mRNA	Calmodulin-binding, putative	Tb927.11.4880	0	N/A	
Tb927.11.4900	Tb927.11.4900:mRNA	WD40/YVTN repeat-like-containing protein	Tb927.11.4900	0	N/A	
Tb927.11.4910	Tb927.11.4910:mRNA	predicted ankyrin repeat family protein	Tb927.11.4910	0	N/A	
Tb927.11.4920	Tb927.11.4920:mRNA	hypothetical protein, conserved	Tb927.11.4920	0	N/A	
Tb927.11.4930	Tb927.11.4930:mRNA	Phosducin, putative	Tb927.11.4930	0	N/A	
Tb927.11.4950	Tb927.11.4950:mRNA	hypothetical protein, conserved	Tb927.11.4950	0	N/A	
Tb927.11.4970	Tb927.11.4970:mRNA	predicted WD40 repeat protein	Tb927.11.4970	0	N/A	
Tb927.11.4980	Tb927.11.4980:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb927.11.4980	0	N/A	
Tb927.11.5000	Tb927.11.5000:mRNA	Dynein intermediate chain 1, axonemal	Tb927.11.5000	0	N/A	
Tb927.11.5020	Tb927.11.5020:mRNA	hypothetical protein, conserved	Tb927.11.5020	0	N/A	
Tb927.11.5040	Tb927.11.5040:mRNA	leucine-rich repeat protein (LRRP), putative	Tb927.11.5040	0	N/A	
Tb927.11.5050	Tb927.11.5050:mRNA	fumarate hydratase, class I	Tb927.11.5050	0	N/A	
Tb927.11.510	Tb927.11.510:mRNA	RNA-binding protein, UBP2	Tb927.11.510	0	N/A	
Tb927.11.5140	Tb927.11.5140:mRNA	ubiquitin carboxyl-terminal hydrolase, putative	Tb927.11.5140	0	N/A	
Tb927.11.5150	Tb927.11.5150:mRNA	hypothetical protein, conserved	Tb927.11.5150	0	N/A	
Tb927.11.5180	Tb927.11.5180:mRNA	hypothetical protein, conserved	Tb927.11.5180	0	NN Sum: 4, NN D: .79, HMM Prob: .96	
Tb927.11.5220	Tb927.11.5220:mRNA	chaperone protein DnaJ, putative	Tb927.11.5220	1	NN Sum: 4, NN D: .79, HMM Prob: .99	
Tb927.11.5230	Tb927.11.5230:mRNA	hypothetical protein, conserved	Tb927.11.5230	0	N/A	
Tb927.11.5270	Tb927.11.5270:mRNA	ubiquitin carboxyl-terminal hydrolase, putative	Tb927.11.5270	0	N/A	
Tb927.11.5290	Tb927.11.5290:mRNA	mitochondrial carrier protein	Tb927.11.5290	1	N/A	
Tb927.11.5300	Tb927.11.5300:mRNA	Kinesin-13 3, putative	Tb927.11.5300	0	N/A	
Tb927.11.540	Tb927.11.540.1	ABC transporter, mitochondrial, putative	Tb927.11.540	5	N/A	
Tb927.11.540	Tb927.11.540.2	ABC transporter, mitochondrial, putative	Tb927.11.540	6	NN Sum: 4, NN D: .89, HMM Prob: 1	
Tb927.11.5400	Tb927.11.5400:mRNA	signal recognition particle 54 kDa	Tb927.11.5400	0	N/A	
Tb927.11.5440	Tb927.11.5440:mRNA	NADP-dependent malic enzyme, cytosolic	Tb927.11.5440	0	N/A	
Tb927.11.5450	Tb927.11.5450:mRNA	malic enzyme	Tb927.11.5450	0	N/A	
Tb927.11.550	Tb927.11.550:mRNA	hypothetical protein SCD6.10	Tb927.11.550	0	N/A	
Tb927.11.5510	Tb927.11.5510:mRNA	dynein light chain p28, axonemal, putative	Tb927.11.5510	0	N/A	
Tb927.11.5520	Tb927.11.5520:mRNA	triosephosphate isomerase	Tb927.11.5520	0	N/A	
Tb927.11.5600	Tb927.11.5600:mRNA	Archaic Translocase of outer membrane 14 kDa subunit	Tb927.11.5600	0	N/A	
Tb927.11.5650	Tb927.11.5650:mRNA	replication factor C, subunit 1, putative	Tb927.11.5650	0	N/A	
Tb927.11.5680	Tb927.11.5680:mRNA	dynein light chain 1, axonemal	Tb927.11.5680	0	N/A	
Tb927.11.5710	Tb927.11.5710:mRNA	chaperone protein DnaJ, putative	Tb927.11.5710	1	N/A	
Tb927.11.5840	Tb927.11.5840:mRNA	Protein translation factor SUI1 homolog, putative	Tb927.11.5840	0	N/A	
Tb927.11.6000	Tb927.11.6000:mRNA	mitochondrial ribosomal protein L4	Tb927.11.6000	0	NN Sum: 1, NN D: .27, HMM Prob: .72	
Tb927.11.6010	Tb927.11.6010:mRNA	conserved protein, unknown function	Tb927.11.6010	0	N/A	
Tb927.11.6050	Tb927.11.6050:mRNA	Flagellar-associated PapD-like, putative	Tb927.11.6050	0	N/A	
Tb927.11.610	Tb927.11.610:mRNA	hypothetical protein, conserved	Tb927.11.610	0	N/A	
Tb927.11.6160	Tb927.11.6160:mRNA	eukaryotic release factor 3, putative	Tb927.11.6160	0	N/A	
Tb927.11.6170	Tb927.11.6170:mRNA	protein transport protein SEC31, putative	Tb927.11.6170	0	NN Sum: 4, NN D: .63, HMM Prob: 1	
Tb927.11.620	Tb927.11.620:mRNA	Regulatory-associated protein of TOR1	Tb927.11.620	0	NN Sum: 0, NN D: .26, HMM Prob: .92	
Tb927.11.6200	Tb927.11.6200:mRNA	60S ribosomal protein L28, putative	Tb927.11.6200	0	N/A	
Tb927.11.6250	Tb927.11.6250:mRNA	Mitochondrial ATP synthase subunit, putative	Tb927.11.6250	0	NN Sum: 3, NN D: .42, HMM Prob: .99	
Tb927.11.6270	Tb927.11.6270:mRNA	inositol-1,4,5-trisphosphate (IP3) 5-phosphatase, putative	Tb927.11.6270	0	N/A	
Tb927.11.6280	Tb927.11.6280:mRNA	pyruvate phosphate dikinase	Tb927.11.6280	0	N/A	
Tb927.11.630	Tb927.11.630:mRNA	RNA polymerase I second largest subunit	Tb927.11.630	0	N/A	
Tb927.11.6300	Tb927.11.6300:mRNA	40S ribosomal protein S5, putative	Tb927.11.6300	0	N/A	
Tb927.11.6320	Tb927.11.6320:mRNA	MRB1-associated protein	Tb927.11.6320	0	N/A	
Tb927.11.6350	Tb927.11.6350:mRNA	AAA ATPase, putative	Tb927.11.6350	0	N/A	
Tb927.11.6370	Tb927.11.6370:mRNA	leucine-rich repeat protein (LRRP), putative	Tb927.11.6370	0	N/A	
Tb927.11.6390	Tb927.11.6390:mRNA	START domain containing protein, putative	Tb927.11.6390	0	N/A	
Tb927.11.6400	Tb927.11.6400:mRNA	kinesin, putative	Tb927.11.6400	0	N/A	
Tb927.11.6420	Tb927.11.6420:mRNA	hypothetical protein, conserved	Tb927.11.6420	0	N/A	
Tb927.11.6440	Tb927.11.6440:mRNA	hypothetical protein, conserved	Tb927.11.6440	0	N/A	
Tb927.11.6460	Tb927.11.6460:mRNA	hypothetical protein, conserved	Tb927.11.6460	0	N/A	
Tb927.11.6470	Tb927.11.6470:mRNA	hypothetical protein, conserved	Tb927.11.6470	0	N/A	
Tb927.11.6510	Tb927.11.6510:mRNA	40S ribosomal protein S21, putative	Tb927.11.6510	0	N/A	
Tb927.11.6530	Tb927.11.6530:mRNA	hypothetical protein, conserved	Tb927.11.6530	0	N/A	
Tb927.11.6540	Tb927.11.6540:mRNA	hypothetical protein, conserved	Tb927.11.6540	0	N/A	
Tb927.11.6590	Tb927.11.6590:mRNA	metallo-peptidase, Clan MF, Family M17	Tb927.11.6590	0	N/A	
Tb927.11.6610	Tb927.11.6610:mRNA	hypothetical protein, conserved	Tb927.11.6610	0	N/A	
Tb927.11.6630	Tb927.11.6630:mRNA	3-methylcrotonoyl-CoA carboxylase beta subunit, putative	Tb927.11.6630	0	NN Sum: 2, NN D: .35, HMM Prob: .95	
Tb927.11.6640	Tb927.11.6640:mRNA	cytochrome b5, putative	Tb927.11.6640	1	N/A	
Tb927.11.6660	Tb927.11.6660:mRNA	Tex-like protein N-terminal domain/Helix-hairpin-helix motif containing protein, putative	Tb927.11.6660	0	NN Sum: 0, NN D: .33, HMM Prob: .78	
Tb927.11.670	Tb927.11.670:mRNA	epsinR	Tb927.11.670	0	N/A	
Tb927.11.6740	Tb927.11.6740:mRNA	pumilio/PUF RNA binding protein 10, putative	Tb927.11.6740	0	N/A	
Tb927.11.6780	Tb927.11.6780:mRNA	regulator of chromatin condensation, putative	Tb927.11.6780	0	N/A	
Tb927.11.6790	Tb927.11.6790:mRNA	Nucleolar protein 89	Tb927.11.6790	0	N/A	
Tb927.11.6820	Tb927.11.6820:mRNA	hypothetical protein, conserved	Tb927.11.6820	0	N/A	
Tb927.11.6830	Tb927.11.6830:mRNA	Domain of unknown function(DUF2779), putative	Tb927.11.6830	0	N/A	
Tb927.11.6870	Tb927.11.6870:mRNA	14-3-3 protein 2	Tb927.11.6870	0	N/A	
Tb927.11.6920	Tb927.11.6920:mRNA	hypothetical protein, conserved	Tb927.11.6920	0	N/A	
Tb927.11.6980	Tb927.11.6980:mRNA	Phosphoenolpyruvate carboxykinase, related	Tb927.11.6980	0	NN Sum: 1, NN D: .41, HMM Prob: .66	
Tb927.11.7020	Tb927.11.7020:mRNA	proteasome alpha 7 subunit, putative	Tb927.11.7020	0	N/A	
Tb927.11.7050	Tb927.11.7050:mRNA	PA domain containing protein, putative	Tb927.11.7050	1	NN Sum: 4, NN D: .8, HMM Prob: .97	
Tb927.11.7060	Tb927.11.7060:mRNA	acidocalcisomal pyrophosphatase	Tb927.11.7060	0	N/A	
Tb927.11.7100	Tb927.11.7100:mRNA	cytoplasmic translation machinery associated protein, putative	Tb927.11.7100	0	N/A	
Tb927.11.7140	Tb927.11.7140:mRNA	cell cycle sequence binding phosphoprotein (RBP45), putative	Tb927.11.7140	0	N/A	
Tb927.11.7150	Tb927.11.7150:mRNA	NGG1 interacting factor 3-like	Tb927.11.7150	0	N/A	
Tb927.11.7170	Tb927.11.7170:mRNA	seryl-tRNA synthetase	Tb927.11.7170	0	N/A	
Tb927.11.7190	Tb927.11.7190.1	hypothetical protein	Tb927.11.7190	0	N/A	
Tb927.11.7210	Tb927.11.7210:mRNA	eukaryotic translation initiation factor 2-alpha kinase 1, putative	Tb927.11.7210	0	N/A	
Tb927.11.7213	Tb927.11.7213:mRNA	Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative	Tb927.11.7213	2	N/A	
Tb927.11.7240	Tb927.11.7240:mRNA	nexin-dynein regulatory complex 2	Tb927.11.7240	0	N/A	
Tb927.11.7270	Tb927.11.7270:mRNA	proteasome beta 3 subunit, putative	Tb927.11.7270	0	N/A	
Tb927.11.7310	Tb927.11.7310:mRNA	RNA binding protein, putative	Tb927.11.7310	0	N/A	
Tb927.11.7350	Tb927.11.7350:mRNA	Histone H2B variant V	Tb927.11.7350	0	N/A	
Tb927.11.7380	Tb927.11.7380:mRNA	glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial	Tb927.11.7380	0	NN Sum: 0, NN D: .23, HMM Prob: .6	
Tb927.11.740	Tb927.11.740:mRNA	eukaryotic translation initiation factor 5A	Tb927.11.740	0	N/A	
Tb927.11.7420	Tb927.11.7420:mRNA	phosphoadenosine phosphosulfate reductase-like protein	Tb927.11.7420	0	N/A	
Tb927.11.7470	Tb927.11.7470:mRNA	hypothetical protein, conserved	Tb927.11.7470	0	N/A	
Tb927.11.7510	Tb927.11.7510:mRNA	luminal binding protein 1 (BiP), putative	Tb927.11.7510	0	NN Sum: 4, NN D: .91, HMM Prob: 1	
Tb927.11.7520	Tb927.11.7520:mRNA	hypothetical protein, conserved	Tb927.11.7520	0	N/A	
Tb927.11.7540	Tb927.11.7540:mRNA	electron-transfer-flavoprotein, alpha polypeptide, putative	Tb927.11.7540	0	NN Sum: 4, NN D: .55, HMM Prob: .55	
Tb927.11.7560	Tb927.11.7560:mRNA	Component of motile flagella 15	Tb927.11.7560	0	N/A	
Tb927.11.760	Tb927.11.760:mRNA	protein phosphatase 2C, putative	Tb927.11.760	0	N/A	
Tb927.11.7600	Tb927.11.7600:mRNA	hypothetical protein, conserved	Tb927.11.7600	0	N/A	
Tb927.11.7685	Tb927.11.7685:mRNA	ribosomal protein S10p/S20	Tb927.11.7685	0	N/A	
Tb927.11.770	Tb927.11.770.1:mRNA	hypothetical protein, conserved	Tb927.11.770	0	N/A	
Tb927.11.770	Tb927.11.770.2:mRNA	hypothetical protein, conserved	Tb927.11.770	0	N/A	
Tb927.11.7707	Tb927.11.7707:mRNA	Tctex-1 family, putative	Tb927.11.7707	0	N/A	
Tb927.11.7780	Tb927.11.7780:mRNA	Mitochondrial import receptor subunit ATOM46	Tb927.11.7780	1	N/A	
Tb927.11.7840	Tb927.11.7840:mRNA	ribonucleoside-diphosphate reductase large chain	Tb927.11.7840	0	N/A	
Tb927.11.7850	Tb927.11.7850:mRNA	hypothetical protein, conserved	Tb927.11.7850	0	N/A	
Tb927.11.7900	Tb927.11.7900:mRNA	mitochondrial RNA binding protein 16	Tb927.11.7900	0	N/A	
Tb927.11.7930	Tb927.11.7930:mRNA	RNA polymerase B subunit RPB8, putative	Tb927.11.7930	0	N/A	
Tb927.11.7960	Tb927.11.7960:mRNA	kinetoplast poly(A) polymerase 1	Tb927.11.7960	0	N/A	
Tb927.11.800	Tb927.11.800:mRNA	prefoldin subunit, putative	Tb927.11.800	0	N/A	
Tb927.11.8030	Tb927.11.8030:mRNA	hypothetical protein, conserved	Tb927.11.8030	0	N/A	
Tb927.11.8050	Tb927.11.8050:mRNA	Sas10/Utp3/C1D family/Sas10 C-terminal domain containing protein, putative	Tb927.11.8050	0	N/A	
Tb927.11.810	Tb927.11.810:mRNA	hypothetical protein, conserved	Tb927.11.810	0	N/A	
Tb927.11.8160	Tb927.11.8160:mRNA	dynein heavy chain, putative	Tb927.11.8160	0	N/A	
Tb927.11.8200	Tb927.11.8200:mRNA	ribosomal protein S26, putative	Tb927.11.8200	0	N/A	
Tb927.11.8210	Tb927.11.8210:mRNA	RAD50 DNA repair-like protein	Tb927.11.8210	0	N/A	
Tb927.11.8230	Tb927.11.8230:mRNA	hypothetical protein, conserved	Tb927.11.8230	0	N/A	
Tb927.11.8250	Tb927.11.8250:mRNA	hypothetical protein, conserved	Tb927.11.8250	1	N/A	
Tb927.11.8270	Tb927.11.8270:mRNA	hypothetical protein, conserved	Tb927.11.8270	0	N/A	
Tb927.11.8290	Tb927.11.8290:mRNA	DIS3-like exonuclease, putative	Tb927.11.8290	0	N/A	
Tb927.11.8300	Tb927.11.8300:mRNA	hypothetical protein, conserved	Tb927.11.8300	0	N/A	
Tb927.11.840	Tb927.11.840.1	sodium/hydrogen exchanger, putative	Tb927.11.840	14	N/A	
Tb927.11.840	Tb927.11.840.2	sodium/hydrogen exchanger, putative	Tb927.11.840	15	NN Sum: 1, NN D: .4, HMM Prob: .69	
Tb927.11.870	Tb927.11.870:mRNA	mitochondrial ribosomal protein l23	Tb927.11.870	0	N/A	
Tb927.11.8770	Tb927.11.8770:mRNA	ATP-dependent RNA helicase FAL1, putative	Tb927.11.8770	0	N/A	
Tb927.11.8790	Tb927.11.8790:mRNA	target SNARE, putative	Tb927.11.8790	1	NN Sum: 1, NN D: .14, HMM Prob: .52	
Tb927.11.880	Tb927.11.880:mRNA	cyclophilin a	Tb927.11.880	0	N/A	
Tb927.11.8860	Tb927.11.8860:mRNA	CEP76 C2 domain containing protein, putative	Tb927.11.8860	0	N/A	
Tb927.11.8870	Tb927.11.8870:mRNA	DEAD-box ATP-dependent RNA helicase, mitochondrial	Tb927.11.8870	0	N/A	
Tb927.11.8950	Tb927.11.8950:mRNA	leucine rich repeat	Tb927.11.8950	0	N/A	
Tb927.11.8970	Tb927.11.8970:mRNA	ribose 5-phosphate isomerase, putative	Tb927.11.8970	0	N/A	
Tb927.11.900	Tb927.11.900:mRNA	isocitrate dehydrogenase, putative	Tb927.11.900	0	N/A	
Tb927.11.9040	Tb927.11.9040:mRNA	conserved protein	Tb927.11.9040	0	N/A	
Tb927.11.9050	Tb927.11.9050:mRNA	p21-C-terminal region-binding protein, putative	Tb927.11.9050	0	N/A	
Tb927.11.9080	Tb927.11.9080:mRNA	Nucleolar protein 136	Tb927.11.9080	0	N/A	
Tb927.11.9100	Tb927.11.9100:mRNA	Domain of unknown function (DUF4586), putative	Tb927.11.9100	0	N/A	
Tb927.11.9120	Tb927.11.9120:mRNA	SNF2 family N-terminal domain/Ring finger domain containing protein, putative	Tb927.11.9120	0	N/A	
Tb927.11.9130	Tb927.11.9130:mRNA	Replication factor A protein 1	Tb927.11.9130	0	N/A	
Tb927.11.9170	Tb927.11.9170:mRNA	DNA topoisomerase III, putative	Tb927.11.9170	0	N/A	
Tb927.11.9180	Tb927.11.9180:mRNA	ADP-ribosylation factor GTPase activating protein, putative	Tb927.11.9180	0	N/A	
Tb927.11.9210	Tb927.11.9210:mRNA	NOL1/NOP2/sun family, putative	Tb927.11.9210	0	N/A	
Tb927.11.9220	Tb927.11.9220:mRNA	proteasome regulatory non-ATP-ase subunit 2	Tb927.11.9220	0	N/A	
