protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,025h_A,0.5h_A,1h_A,2h_A,4h_A,8h_A,20h_A,28h_A,0h_B,025h_B,0.5h_B,1h_B,2h_B,4h_B,8h_B,20h_B,28h_B,0h_C,025h_C,0.5h_C,1h_C,2h_C,4h_C,8h_C,20h_C,28h_C
Tb927.10.970,0.733475444,,60.40946493,,6.52E-10,,41.85107904,10,0.036474503,Tb927.10.970,"Tetratricopeptide repeat, putative",1,GO:0005515|protein binding,,0.92893793,0.904716678,,0.709855203,0.643066418,0.622572938,0.40066009,,,,,,0.709321243,0.740375985,0.629169614,,,,,,,,0.825229719,0.691182112,0.552141058,0.325781797
Tb927.10.9700,0.977075919,,17.00778681,,5.95E-10,,11.76732818,3,0.026322526,Tb927.10.9700;Tb11.v5.0773,"Flagellum attachment zone protein 22;hypothetical protein, conserved",1,none,,,0.90957604,,0.931837718,0.774574505,0.595794646,0.282708042,0.172138792,,,0.926217556,0.947747327,0.900600846,0.782236592,0.579985132,0.287716157,0.153632633,,0.912339089,0.90806425,,0.892874374,0.780057889,0.604057003,0.254939886,0.184537649
Tb927.10.9720,0.94574532,0.034928136,11.05833689,1.697604776,0.068071183,0.044925665,8.467193971,1,0.030945705,Tb927.10.9720,RNA-editing-associated protein 1,1,GO:0009451|RNA modification; GO:0031019|mitochondrial mRNA editing complex,,,,0.96150422,0.868009942,0.727680636,0.501306336,0.219382354,,,,,0.894062694,,0.636041198,0.564110049,0.123823918,0.167867644,,,,,0.849586141,0.649679427,0.521179542,0.180754779,0.130877685
Tb927.10.9740,0.862304208,0.019726955,18.67568808,1.187741905,0.090859291,0.023829732,14.9993684,7,0.033598222,Tb927.10.9740,Regulatory particle triple-A ATPase subunit 6,1,GO:0005838|proteasome regulatory particle; GO:0005524|ATP binding; GO:0016887|ATPase activity; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0030163|protein catabolic process; GO:0005654|nucleoplasm; GO:0005737|cytoplasm; GO:0016787|hydrolase activity,,0.76826346,0.922143366,0.964988188,0.880363351,0.838193123,0.655900308,0.400993683,0.283832343,,0.931640547,,0.915876339,0.938293807,0.813789095,0.648217498,0.454873788,0.286035124,0.928824944,0.928394193,0.933238739,0.91167656,0.90814376,0.789560301,0.654578509,0.423305541,0.279525624
Tb927.10.9750,,,,,,,,none,,Tb927.10.9750;Tb11.v5.0817,"ubiquitin-protein ligase, putative;ubiquitin-protein ligase, putative",0,GO:0004842|ubiquitin-protein transferase activity; GO:0005737|cytoplasm; GO:0005488|binding,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.10.9760,,,,,,,,none,,Tb927.10.9760,alternative oxidase,0,GO:0009916|alternative oxidase activity; GO:0005739|mitochondrion; GO:0020023|kinetoplast; GO:0055114|oxidation-reduction process,,,,,,,,0.367064825,0.263778982,,,,,,0.808684591,,0.388139162,,,,,,0.941599626,,,0.398695516,
Tb927.10.9770,,,,,,,,none,,Tb927.10.9770;Tb11.v5.0848,"gamma-tubulin complex component 2;gamma-tubulin complex subunit, putative",0,GO:0036064|ciliary basal body; GO:0007020|microtubule nucleation; GO:0000922|spindle pole; GO:0008275|gamma-tubulin small complex; GO:0043015|gamma-tubulin binding; GO:0005815|microtubule organizing center; GO:0007052|mitotic spindle organization; GO:1904158|axonemal central apparatus assembly; GO:0043622|cortical microtubule organization; GO:0000226|microtubule cytoskeleton organization; GO:0000930|gamma-tubulin complex,,,,,,0.890962598,0.716317122,0.409218158,,,,,,,,,,,,,,,,0.811065574,,0.414004526,0.21976004
Tb927.10.9780,0.993050451,,16.00058916,,3.40E-09,,11.06919201,3,0.049425795,Tb927.10.9780,"ATP-dependent DEAD/H RNA helicase, putative",1,GO:0005634|nucleus; GO:0005524|ATP binding; GO:0008026|ATP-dependent helicase activity; GO:0005730|nucleolus; GO:0003676|nucleic acid binding,0.322646297,,,,0.831023223,0.665971505,0.668172533,0.269778551,0.169121918,,,0.942147978,0.946317198,0.874781502,0.727599658,0.54724446,0.283444238,0.262198146,,,0.946396346,0.950014775,0.834086521,0.671082894,0.494621698,0.268580583,0.208569784
Tb927.10.980,,,,,,,,none,,Tb927.10.980;Tb11.v5.0760,"RNA polymerase III transcription factor (TF)IIIC subunit, putative;RNA polymerase III transcription factor (TF)IIIC subunit, putative",0,GO:0005654|nucleoplasm; GO:0005737|cytoplasm,,,,,,,,0.323602072,,,,,,,,0.591635641,0.311952747,,,,,,,,0.655589627,,
Tb927.10.9800,,,,,,,,none,,Tb927.10.9800,60S ribosomal protein L22,0,GO:0006412|translation; GO:0005840|ribosome; GO:0005622|intracellular; GO:0003735|structural constituent of ribosome; GO:0005730|nucleolus; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.10.9810,0.856663129,0.001464295,15.46745023,0.374006742,0.18096704,0.00614877,14.36271012,6,0.003180037,Tb927.10.9810,"hypothetical protein, conserved",1,GO:0005515|protein binding; GO:0005739|mitochondrion; GO:0005737|cytoplasm,,,,,0.912954788,0.841085757,0.693701601,0.42585948,0.321855678,,,,,0.928871346,0.840773543,0.690644199,0.401894835,,,0.90477656,,,0.940994222,0.85407357,0.692685371,,0.320412509
Tb927.10.9820,0.936551108,0.020051447,18.44703423,0.734695177,0.059582401,0.020361525,13.97546772,6,0.017493027,Tb927.10.9820;Tb11.v5.0565,"mitochondrial intermediate peptidase;mitochondrial intermediate peptidase, putative",1,GO:0004222|metalloendopeptidase activity; GO:0006508|proteolysis; GO:0005739|mitochondrion; GO:0034982|mitochondrial protein processing,,,,0.955337182,0.905843676,0.808517811,0.681398459,0.420502025,0.263936852,,0.982116354,0.888370892,0.922759434,0.925932782,0.785041739,0.662156333,0.399946247,0.255295791,,0.985250816,0.98808853,0.948812275,0.874322837,0.75599593,0.671749426,0.369906674,0.271356966
Tb927.10.9830,0.832045684,0.018748762,13.83329709,0.540879133,0.135990338,0.01998247,12.03005069,4,0.018605489,Tb927.10.9830,"Mitochondrial ATP synthase subunit, putative",1,GO:0005739|mitochondrion; GO:0020023|kinetoplast; GO:0005753|mitochondrial proton-transporting ATP synthase complex,0.950430615,,0.915082489,0.90775997,0.861165516,0.726397191,0.586145154,0.328844173,0.246140703,,,0.923927909,0.906450802,0.857395137,0.747795487,0.602084902,0.316224029,0.244170233,,,0.90975461,0.894918405,0.858525284,0.683993629,0.603053435,0.299803549,0.253407904
Tb927.10.9840,0.88679924,0.040493351,11.71457872,1.431601718,0.177418285,0.039573681,10.70640661,3,0.029123534,Tb927.10.9840,"chaperone protein DnaJ, putative",1,GO:0051082|unfolded protein binding; GO:0005634|nucleus; GO:0005730|nucleolus; GO:0006457|protein folding,,,,0.979633182,0.928239651,0.73319914,0.638109139,0.358590511,0.262792685,,,,,0.940993684,0.740961826,0.624638702,0.309874884,0.25838008,,,,,0.937257126,0.756716209,0.627662596,0.361308212,0.252667852
Tb927.10.9850,,,,,,,,none,,Tb927.10.9850,"amino acid transporter, putative",0,GO:0005275|amine transmembrane transporter activity; GO:0005737|cytoplasm; GO:0006865|amino acid transport,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.10.9860,,,,,,,,none,,Tb927.10.9860,"Mitochondrial N(5)-glutamine methyltransferase MTQ1, putative",0,GO:0006479|protein methylation; GO:0008276|protein methyltransferase activity; GO:0006451|translational readthrough; GO:0020023|kinetoplast; GO:0008757|S-adenosylmethionine-dependent methyltransferase activity; GO:0008168|methyltransferase activity; GO:0005739|mitochondrion; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,,,,,0.625577552,,
Tb927.10.9870,,,,,,,,none,,Tb927.10.9870,Component of motile flagella 12,0,GO:0060285|cilium-dependent cell motility; GO:0097014|ciliary plasm; GO:0005737|cytoplasm,0.965436685,,,,,0.588726291,,,,0.955345313,,,,,0.669714021,0.421102696,,,0.954972791,,,,,0.536277098,0.461355843,,
Tb927.11.4300,0.796405021,0.040272311,11.87333191,1.574656689,0.187891533,0.043680201,11.39500158,3,0.015156288,Tb927.11.4300;Tb927.10.9880,"60S ribosomal protein L18, putative;60S ribosomal protein L18, putative",1,GO:0003735|structural constituent of ribosome; GO:0005730|nucleolus; GO:0005840|ribosome; GO:0005737|cytoplasm,0.949902829,0.939215168,0.964385374,0.91323231,0.889108697,0.751251355,0.577150407,0.328638172,0.26491448,0.98289527,0.971163903,0.929887324,0.941500697,0.886256407,0.797905211,0.551186026,0.306889751,0.262127522,0.955092711,0.972944837,0.926932624,0.918949867,0.867197731,0.745247573,0.584198635,0.347095499,0.303975577
Tb927.10.9890,,,,,,,,none,,Tb927.10.9890;Tb11.v5.0458,"hypothetical protein, conserved;hypothetical protein, conserved",0,GO:0020015|glycosome; GO:0005737|cytoplasm,,,,,,,0.720804748,0.4019523,0.306496105,,,,,,,0.768754296,0.460806497,0.349607057,,,,,,0.882411289,0.799944568,0.492541152,0.259739259
Tb927.10.9900,0.901542544,0.077914928,15.57455177,3.75633825,0.117318357,0.092078816,12.94083082,4,0.013095402,Tb927.10.9900,"ABC1 protein, putative",1,GO:0004672|protein kinase activity; GO:0005739|mitochondrion; GO:0005737|cytoplasm; GO:0020023|kinetoplast,,,,,,,0.686004918,0.418805004,0.287593169,,,,0.927593053,0.910183364,0.809703705,0.667139571,0.359685512,0.250681477,0.945915469,,0.935924851,,0.910246252,,0.616395863,0.380858195,0.234552876
Tb927.10.9910,0.976536392,,20.34171907,,3.28E-09,,14.07823398,6,0.023829244,Tb927.10.9910,"PSP1 C-terminal conserved region, putative",1,GO:0003729|mRNA binding; GO:0020022|acidocalcisome; GO:0005737|cytoplasm,,,,,,0.769011776,0.648737031,0.368614561,0.255233989,0.983390222,,,,,0.686410545,0.69205187,0.356625409,,0.942090222,0.925402586,0.926968894,0.908015264,0.900642327,0.808655401,0.6647042,0.367038247,0.230372161
Tb927.10.9920,0.934320045,0.010685638,6.819533523,0.6674431,0.122762121,0.009496979,5.661607182,1,0.024682377,Tb927.10.9920,"hypothetical protein, conserved",1,GO:0005634|nucleus; GO:0031981|nuclear lumen; GO:0005515|protein binding; GO:0005730|nucleolus; GO:0005737|cytoplasm,,,0.967028544,0.926945665,0.76134496,0.640897872,0.463589984,0.204952578,0.130387387,0.962083348,,,,0.818966429,0.601986679,0.44167245,0.206441695,0.139120475,,,,0.933523566,0.720408411,0.636100449,0.382869567,0.180448031,0.138301763
Tb927.10.9930,,,,,,,,none,,Tb927.10.9930;Tb11.v5.0794,"PHD-zinc-finger like domain containing protein, putative;PHD-zinc-finger like domain containing protein, putative",0,GO:0031981|nuclear lumen; GO:0005654|nucleoplasm,,,,,,,0.478022168,0.340416866,,,,,,,,,,,,,,,,,,,
Tb927.10.9950,,,,,,,,none,,Tb927.10.9950,"hypothetical protein, conserved",0,GO:0005737|cytoplasm,,,,,,0.8352644,0.673069447,,0.288544057,,,,,,,,,,,,,0.914907246,,0.699932387,0.572841904,,
Tb927.10.9960,,,,,,,,none,,Tb927.10.9960,"hypothetical protein, conserved",0,GO:0005739|mitochondrion; GO:0020023|kinetoplast,,,,,,,0.715257072,,,,,,,,0.827438367,0.731708028,,0.294335319,,,,,,,0.72312596,0.406760914,0.335043067
Tb927.10.9970,0.737897382,0.144071747,7.946773714,2.546568953,0.302174723,0.147164123,9.656669156,2,0.056197405,Tb927.10.9970,"hypothetical protein, conserved",1,GO:0005739|mitochondrion,,,,,,0.800333133,0.686725336,0.407284156,0.298910948,,,0.916895541,0.967250101,0.874271898,0.694988283,0.71156158,0.352453065,0.325479976,,0.925415624,0.925071195,0.970094035,0.875352879,0.836019511,0.671542511,0.425886596,0.321415913
Tb927.10.9980,,,,,,,,none,,Tb927.10.9980,"hypothetical protein, conserved",0,GO:0036064|ciliary basal body; GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0005737|cytoplasm,,,,,,,0.698047177,0.306979191,,,,,,,,0.704879688,,,,,,,,,,0.44247392,
Tb927.10.9990,0.970274984,0.044397978,21.57011303,2.578315966,0.02910895,0.057065485,15.58576838,8,0.005084471,Tb927.10.9990,"non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family, putative",1,GO:0047429|nucleoside-triphosphate diphosphatase activity; GO:0009143|nucleoside triphosphate catabolic process,,,,,,0.836923004,0.713951203,0.442292536,0.270661594,,,,0.970744282,,0.851469134,0.68941424,0.389841034,0.291718058,,,,,,0.821763634,0.705507542,0.435792584,0.312111751
Tb927.11.10000,,,,,,,,none,,Tb927.11.10000,"Charged multivesicular body protein 3, putative",0,GO:0007034|vacuolar transport; GO:0005737|cytoplasm; GO:0005545|1-phosphatidylinositol binding; GO:0016192|vesicle-mediated transport,,,,,,0.834179468,0.702383884,,0.27722925,,,,,,,0.65066507,,,,,,,0.930704823,0.834804257,0.689141828,0.410002515,0.278860878
Tb927.11.10010,1.002285223,0.165201757,23.58325874,5.721621664,0.017451168,0.170337673,16.73878517,9,0.028901577,Tb927.11.10010,"vacuolar sorting-associated protein-like, putative",1,"GO:0042147|retrograde transport, endosome to Golgi; GO:0030904|retromer complex",,,,,0.937319459,0.85261804,0.709572189,0.37180311,0.320589166,,,,,,0.804540695,0.739874296,0.375381017,0.364902776,,,,,0.939229044,0.812480203,0.72825091,0.444243495,0.314574619
Tb927.11.10020,0.900513427,,21.56845743,,3.68E-11,,14.92854415,7,0.014073935,Tb927.11.10020,"short-chain dehydrogenase, putative",1,GO:0005741|mitochondrial outer membrane; GO:0016021|integral component of membrane; GO:0010608|posttranscriptional regulation of gene expression; GO:0020015|glycosome; GO:0016491|oxidoreductase activity,,0.8678023,,,,0.738902596,0.660438018,0.295583902,,,,,0.899927971,,0.746337603,0.631628049,0.375104337,0.242850334,,,,,,,0.641974575,,0.230011739
Tb927.11.10030,0.855059082,0.025753074,8.890177759,1.654060256,0.23277085,0.035847534,8.955747956,2,0.028870216,Tb927.11.10030;Tb927.11.10025,"60S ribosomal protein L29, putative;60S ribosomal protein L29, putative",1,GO:0006412|translation; GO:0005622|intracellular; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome,,0.218194635,0.978958756,,0.911229473,0.796146219,,0.326801124,0.299405155,,,,,,0.719913857,0.568672688,0.227228413,0.230405174,,,,,0.92019909,0.771192521,0.710948305,0.355289994,0.287283886
Tb927.11.10040,,,,,,,,none,,Tb927.11.10040,"hypothetical protein, conserved",0,GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,,,,,0.625119324,0.278757421,
Tb927.11.10050,,,,,,,,none,,Tb927.11.10050,"LSU ribosomal protein, mitochondrial, putative",0,GO:0005739|mitochondrion; GO:0005762|mitochondrial large ribosomal subunit,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.11.10060,0.950397556,,25.83119781,,2.34E-09,,17.88325069,10,0.027688931,Tb927.11.10060,"Biotin--acetyl-CoA-carboxylase ligase, putative",1,GO:0097014|ciliary plasm; GO:0004077|biotin-[acetyl-CoA-carboxylase] ligase activity; GO:0006464|cellular protein modification process; GO:0009102|biotin biosynthetic process; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,0.952336772,0.940617102,0.928100611,0.959495428,0.921377153,0.858496505,0.782621334,0.43333055,0.333559637,0.945431272,0.936657607,0.930176361,0.956315459,0.908912937,0.884887135,0.755490764,0.433589295,0.31888759,0.949876576,0.936391727,0.936784084,0.92632343,0.904892417,0.843588812,0.737359667,0.438471178,0.304853758
Tb927.11.10070,0.772653034,0.028224659,16.68739164,1.625068956,0.170194453,0.029559231,15.68951344,8,0.009910435,Tb927.11.10070,"Bromodomain, putative",1,GO:0005515|protein binding; GO:0005634|nucleus,0.953107848,0.930995882,0.919737293,,,0.750560354,0.701866394,0.403086322,0.310432026,,,,,,0.83752843,0.66464015,0.389134368,0.316321761,,0.921769595,0.920391679,,0.935999291,0.791428872,0.638965947,0.363161034,0.318030344
Tb927.11.10080,0.963235837,,26.44338709,,3.91E-10,,18.30758791,10,0.009039227,Tb927.11.10080,"LSU ribosomal protein, mitochondrial, putative",1,GO:0005739|mitochondrion; GO:0005762|mitochondrial large ribosomal subunit,0.945480734,0.92002259,,0.917059909,0.936639985,0.82915406,0.706891932,0.427552428,0.301732388,,,,0.929971995,0.879318008,0.849744606,0.707788335,0.465693041,0.332915114,,,,0.920113392,0.877204259,0.847279218,0.724772795,0.432140205,0.335022021
Tb927.11.10090,0.972878154,,28.20754741,,1.23E-09,,19.53041069,10,0.026417112,Tb927.11.10090,"hypothetical protein, conserved",1,GO:0005930|axoneme; GO:0005737|cytoplasm,,,,0.94816011,0.877077258,0.85084533,0.747355893,0.462649025,0.309278615,,,,0.916524644,,,0.766655804,0.393238112,0.367994419,,,,0.888958843,0.892370657,0.860742023,0.720030177,0.432583258,0.330889954
Tb927.11.1010,0.924887272,0.049333226,21.33101015,2.123230146,0.089000443,0.051909198,16.91905187,9,0.00548593,Tb927.11.1010,"chaperone protein DnaJ, putative",1,GO:0005743|mitochondrial inner membrane; GO:0016021|integral component of membrane; GO:0005739|mitochondrion; GO:0006457|protein folding; GO:0005737|cytoplasm,,,,,,0.867584823,0.742865877,0.428484917,0.35811921,,,,0.965858865,,0.852497968,0.747040228,0.448919487,0.348970523,,,,0.977072775,0.934368784,0.837265977,0.719375345,0.457176307,0.322065385
Tb927.11.10100,,,,,,,,none,,Tb927.11.10100,"hypothetical protein, conserved",0,GO:0005739|mitochondrion; GO:0005737|cytoplasm; GO:0020023|kinetoplast,,,,,0.414335875,,0.067082653,,,,,,0.71957997,,0.165656008,,,,,,,0.455322222,0.387669177,0.129531163,,,
Tb927.11.10110,0.806444019,0.039589377,13.15231973,1.392895522,0.219934699,0.045791307,13.27331435,5,0.008467002,Tb927.11.10110,"actin-like protein, putative",1,GO:0015629|actin cytoskeleton; GO:0007010|cytoskeleton organization; GO:0005930|axoneme; GO:0005737|cytoplasm; GO:0005200|structural constituent of cytoskeleton,,,,,0.934665886,0.804883099,0.636933117,0.398653069,0.309747807,,,,,0.911367416,0.801166215,0.655780445,0.35885733,0.373619993,,,,0.954937517,0.912022369,0.818700438,0.666028329,0.39938116,0.301370221
Tb927.11.10120,0.971034882,0.092766867,20.10202786,5.677016131,0.031521752,0.123006346,14.57444454,6,0.04519129,Tb927.11.10120,"hypothetical protein, conserved",1,none,,,,,0.761526232,0.824124712,0.711952869,0.42718236,0.286918881,,,,,0.857965004,0.838913476,0.672588275,0.313902261,0.261832985,,,0.902384425,,,,0.689658431,0.442607712,0.269909794
Tb927.11.10130,0.957047628,0.001092428,11.24699955,0.078302444,0.079664367,0.001773095,8.749018299,2,0.0004589,Tb927.11.10130,"hypothetical protein, conserved",1,none,,,,,0.887653652,0.740360337,0.608725548,0.220548352,0.148012095,,,,,,,,0.235162583,,,,,,0.873758501,0.760762074,0.581663071,0.26577686,0.170496775
Tb927.11.10140,0.942476651,,27.90965789,,1.67E-09,,19.32392942,10,0.027180551,Tb927.11.10140,"hypothetical protein, conserved",1,GO:0005739|mitochondrion; GO:0005743|mitochondrial inner membrane,,0.935110956,0.91385361,0.882119268,0.937063501,0.796522472,0.701989761,0.391113066,0.327887559,,0.923546307,0.922698938,0.901256656,0.921993296,0.844825001,0.706204189,0.344536373,0.320826467,,0.953676367,0.975404894,0.902510854,0.857641869,0.828363281,0.714435294,0.44183789,0.355335315
Tb927.11.10150,0.877567145,0.022571135,18.04113842,0.72108466,0.088334397,0.023148953,14.39431535,6,0.011044566,Tb927.11.10150,"Enoyl-CoA hydratase/isomerase family, putative",1,GO:0003860|3-hydroxyisobutyryl-CoA hydrolase activity; GO:0005739|mitochondrion; GO:0005763|mitochondrial small ribosomal subunit; GO:0005737|cytoplasm,0.727490943,,,,0.850520951,0.844557327,0.614886881,0.408430369,0.273267186,,,,0.917806045,0.862749524,0.833930273,0.654276801,0.386046691,0.280846258,,0.933198405,,0.919375463,0.899850872,0.765565817,0.647600811,0.376514849,0.252654975
Tb927.11.10160,,,,,,,,none,,Tb927.11.10160,"60S ribosomal protein L22, putative",0,GO:0006412|translation; GO:0005622|intracellular; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0005737|cytoplasm,,,,,,,,0.330912961,,,,,,,0.796070926,0.602928131,,,,,,,,0.740310368,,0.320459632,0.210759222
Tb927.11.10170,0.91138265,0.064541632,23.75548072,3.492450071,0.058242528,0.073676733,18.01120709,10,0.003706134,Tb927.11.10170,Mitochondrial ribosomal protein L20,1,GO:0005762|mitochondrial large ribosomal subunit; GO:0020023|kinetoplast; GO:0005739|mitochondrion; GO:0005737|cytoplasm,,,,,,,0.694942123,0.442070939,0.352731806,,,,,0.934369581,0.830687067,0.70559117,0.436230341,0.328168275,,,,,,0.825564022,0.720023475,0.458151444,0.344973568
Tb927.11.10180,,,,,,,,none,,Tb927.11.10180,"hypothetical protein, conserved",0,none,,,,,,0.84677333,,,,,,,,,,,,,,,,,,,0.705913573,,
Tb927.11.1020,0.945897202,,26.82830503,,4.71E-10,,18.5743927,10,0.024412797,Tb927.11.1020,"ribokinase, putative",1,GO:0004747|ribokinase activity; GO:0006014|D-ribose metabolic process; GO:0020015|glycosome,0.948316253,0.920316748,0.920784698,0.952385257,0.925942089,0.864076878,0.77914725,0.44576627,0.338611243,0.948571765,0.929712803,0.928621314,0.923288998,0.895842581,0.873874434,0.740596386,0.443142457,0.307832192,0.942634572,0.927279371,0.92585126,0.921005568,0.894933701,0.839145037,0.752387647,0.439153648,0.330561225
