protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,05h_A,1h_A,2h_A,4h_A,8h_A,12h_A,0h_B,05h_B,1h_B,2h_B,4h_B,8h_B,12h_B,0h_C,05h_C,1h_C,2h_C,4h_C,8h_C,12h_C
Tb927.10.10710,,,,,,,,none,,Tb927.10.10710,"hypothetical protein, conserved",0,GO:0005737|cytoplasm,,,,,,,,,,,,,0.352079296,,,,,,,,
Tb927.10.10720,0.735179861,0.059570066,2.103141835,0.467082506,0.218099697,0.071478118,2.136803129,1,0.098075418,Tb927.10.10720,"Tetraspanin family, putative",1,GO:0016021|integral component of membrane,0.824968947,0.80531846,0.676222724,0.510007964,0.294177574,,,0.897454214,0.813161749,0.673014818,0.494382087,0.355028367,0.373812813,0.193217749,0.953069433,0.848664526,0.651156896,0.549292211,0.299231147,0.153084609,0.744482123
Tb927.10.10730,1.002318965,,7.505626729,,8.01E-10,,5.161968599,4,0.021732657,Tb927.10.10730,RNA Interference Factor 5,1,GO:0005737|cytoplasm,0.98412167,0.905002124,0.88689605,0.817213545,0.515767609,0.344142276,0.192618762,0.948943385,0.918092661,0.898297036,0.753932234,0.556689878,0.345177743,0.179779167,0.95905968,0.959689772,0.882400393,0.759332764,0.575533789,0.346280404,0.228340304
Tb927.10.10740,0.937651714,0.220396688,10.08477229,4.622937722,0.012181622,0.23768176,7.080807447,10,0.027444859,Tb927.10.10740,"hypothetical protein, conserved",1,GO:0005739|mitochondrion,,,0.865227352,0.746559096,0.562335886,0.4346815,0.23248577,,,0.859796844,0.796221312,0.623113768,0.498817675,0.261857283,,,0.859303415,0.78272363,0.651309969,0.531613438,0.314280938
Tb927.10.10750,,,,,,,,none,,Tb927.10.10750,"metallo-peptidase, Clan MC, Family M14, putative",0,GO:0005737|cytoplasm; GO:0008270|zinc ion binding; GO:0006508|proteolysis; GO:0005929|cilium; GO:0004181|metallocarboxypeptidase activity,,,,,,0.454363094,,,,,,,0.540540331,,,,,,,0.504938713,
Tb927.10.10780,0.886312445,0.024387742,6.040713509,0.658581792,0.031228811,0.028826818,4.361152348,2,0.040783005,Tb927.10.10780,"hypothetical protein, conserved",1,GO:0005739|mitochondrion; GO:0020023|kinetoplast,0.985398129,0.881745505,0.861106893,0.529922859,0.477769235,0.259657253,0.20246792,0.78836049,0.847637235,0.676035729,0.683813755,0.486328937,0.235390927,0.152187251,0.814138761,0.833764824,0.715070357,0.530919726,0.533743771,0.28898905,0.153428134
Tb927.10.1090,1.10427799,0.302972663,8.750265955,4.254635732,7.72E-11,0.022060025,6.024686765,7,0.04140505,Tb927.10.1090;Tb927.10.1080,"40S ribosomal protein S23, putative;40S ribosomal protein S23, putative",1,GO:0006412|translation; GO:0015935|small ribosomal subunit; GO:0003723|RNA binding; GO:0005622|intracellular; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome,1.042238345,1.022469357,0.993840227,0.89057061,0.654840774,0.38343393,0.232746999,1.040701423,1.030780579,0.999623991,0.891413651,0.665628133,0.379438346,0.239639524,1.037598467,1.030335754,0.997343764,0.892221365,0.663319961,0.377708706,0.230656731
Tb927.10.10800,1.117046686,,8.823349436,,3.65E-12,,6.075344373,7,0.020518194,Tb927.10.10800,"palmitoyl acyltransferase 2, putative",1,GO:0006897|endocytosis; GO:0018345|protein palmitoylation; GO:0016021|integral component of membrane; GO:0020022|acidocalcisome; GO:0005737|cytoplasm,,,,0.874700625,0.709324756,0.44456616,0.301862244,,0.875119233,0.955665085,0.868839007,0.717365779,0.45712701,0.33807595,,,,0.817121148,0.708347491,0.442167502,0.27031719
Tb927.10.10810,,,,,,,,none,,Tb927.10.10810,adenosine deaminase-like protein,0,GO:0008033|tRNA processing; GO:0005634|nucleus; GO:0003723|RNA binding; GO:0004000|adenosine deaminase activity; GO:0008251|tRNA-specific adenosine deaminase activity; GO:0006396|RNA processing; GO:0005737|cytoplasm,,,,,,,,,,0.727028082,,0.632470238,,,,,,,,,
Tb927.10.10830,1.004401964,,8.704041943,,1.90E-11,,5.992646721,7,0.023204676,Tb927.10.10830,RGG-containing protein 2,1,GO:0003729|mRNA binding; GO:0090615|mitochondrial mRNA processing; GO:0032473|cytoplasmic side of mitochondrial outer membrane; GO:0020023|kinetoplast; GO:0031019|mitochondrial mRNA editing complex; GO:0005739|mitochondrion; GO:0003676|nucleic acid binding; GO:0006396|RNA processing,0.965149044,0.943084569,0.89429924,0.821620986,0.622184003,0.402787652,0.283491511,0.949488345,0.951611176,0.911210791,0.840956194,0.647010434,0.395567276,0.246457192,0.923879401,0.953354472,0.906247286,0.779903451,0.654776754,0.400560905,0.26104299
Tb927.10.10840,0.927418923,0.056150695,2.872325184,0.557269542,0.127120598,0.055940065,2.365227998,1,0.073304096,Tb927.10.10840;Tb11.v5.0423,"Enriched in surface-labeled proteome protein 15;Plexin repeat, putative",1,GO:0005768|endosome,,,0.839797377,0.562511315,0.398417151,0.56287068,0.165182995,,0.918709293,0.803546489,0.481190895,0.307253008,0.33712534,0.190931327,,0.861783011,0.772550105,0.646948467,0.298741274,0.174754969,0.085114576
Tb927.10.10850,0.987595519,,8.884088816,,2.17E-09,,6.117445722,7,0.040846262,Tb927.10.10850,Protein argonaute-1,1,GO:0003729|mRNA binding; GO:0010494|cytoplasmic stress granule; GO:0030422|production of siRNA involved in RNA interference; GO:0005515|protein binding; GO:0043022|ribosome binding; GO:0003676|nucleic acid binding; GO:0005737|cytoplasm,0.96599313,0.938022299,0.920095138,0.858330575,0.701407224,0.393028992,0.232017342,0.953119904,0.949652648,0.941916918,0.877954669,0.664261987,0.401743936,0.244907344,0.95965599,0.959754855,0.933620232,0.845929557,0.677283434,0.39908008,0.230012423
Tb927.10.10870,,,,,,,,none,,Tb927.10.10870,"CMGC family protein kinase, putative",0,GO:0004674|protein serine/threonine kinase activity; GO:0004672|protein kinase activity; GO:0051286|cell tip; GO:0005524|ATP binding; GO:0006468|protein phosphorylation; GO:0005737|cytoplasm,,,,,0.530641981,,,,,,0.724545083,0.552796836,,,,,,,,,
Tb927.10.10880,0.983335184,,8.050522298,,4.81E-10,,5.539661425,5,0.023786742,Tb927.10.10880,"ATP-binding cassette sub-family F member 1, putative",1,"GO:0043190|ATP-binding cassette (ABC) transporter complex; GO:0009898|cytoplasmic side of plasma membrane; GO:0005524|ATP binding; GO:0097014|ciliary plasm; GO:0042626|ATPase activity, coupled to transmembrane movement of substances; GO:0016021|integral component of membrane; GO:0010608|posttranscriptional regulation of gene expression; GO:0005737|cytoplasm; GO:0016887|ATPase activity",0.953095659,0.899821836,0.866075822,0.776360449,0.612785738,0.3409391,0.198503418,0.931665609,0.913970394,0.909775929,0.78650229,0.61964903,0.3364811,0.199870167,0.946711028,0.926706236,0.867170789,0.790312748,0.60857381,0.350249871,0.175851353
Tb927.10.10990,,,,,,,,none,,Tb927.10.10990,predicted WD40 repeat protein,0,GO:0005515|protein binding; GO:0005737|cytoplasm,,,,,,,,,,0.46546963,0.264884932,,,,,,0.531189295,,,,
Tb927.10.110,,,,,,,,none,,Tb927.10.110,"retrotransposon hot spot protein 2 (RHS2), pseudogene",0,none,,,,,0.653678909,0.642557863,,,,,,0.74842146,,,,,,,,,
Tb927.10.1100,1.094553645,,7.140014464,,6.01E-12,,4.908545483,3,0.036121164,Tb927.10.1100;Tb927.6.4690,"60S ribosomal protein L9, putative;60S ribosomal protein L9, putative",1,GO:0006412|translation; GO:0003735|structural constituent of ribosome; GO:0019843|rRNA binding; GO:0005840|ribosome; GO:0042254|ribosome biogenesis; GO:0005730|nucleolus; GO:0005737|cytoplasm,1.018388009,1.011756102,0.970948648,0.84572996,0.608367839,0.35345063,0.207074428,0.989448422,1.002126922,0.969797593,0.856882167,0.588331936,0.346123756,0.203703146,1.011092972,1.00722305,0.961820453,0.848305161,0.622323971,0.359039427,0.200165649
Tb927.10.11000,,,,,,,,none,,Tb927.10.11000,"hypothetical protein, conserved",0,GO:0005737|cytoplasm,0.349840048,,,,,,,,,,,,,,,,,,,,
Tb927.10.11020,0.954208483,0.106531975,6.068132318,1.241999383,0.009793439,0.10833999,4.227571662,2,0.033218576,Tb927.10.11020;Tb11.v5.0547,"DNA mismatch repair protein MSH2, putative;DNA mismatch repair protein, putative",1,GO:0005634|nucleus; GO:0006298|mismatch repair; GO:0003684|damaged DNA binding; GO:0005524|ATP binding; GO:0030983|mismatched DNA binding; GO:0006259|DNA metabolic process; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,0.95153622,0.905798888,0.909725358,0.690188171,0.490896226,0.272113964,0.165456564,0.956911221,0.91154156,0.883472801,0.744139868,0.482072025,0.273300116,0.120744803,0.959213281,0.922370831,0.902051091,0.707311765,0.492818226,0.286323208,0.14717379
Tb927.10.11030,0.93542721,0.076877486,7.119506981,2.693802176,0.119266433,0.119660747,5.857398109,6,0.045103879,Tb927.10.11030,Archaic translocase of outer membrane 11 kDa subunit,1,GO:0005742|mitochondrial outer membrane translocase complex; GO:0005741|mitochondrial outer membrane; GO:0030150|protein import into mitochondrial matrix; GO:0005739|mitochondrion; GO:0006626|protein targeting to mitochondrion,,,0.784703583,0.810637054,0.648769944,0.380308361,0.336436509,0.930826368,,,0.883680734,0.741331662,0.429009766,0.294748217,,0.868702106,0.901162003,0.873802283,0.662720908,0.409745913,0.290714497
Tb927.10.11050,,,,,,,,none,,Tb927.10.11050,"LSU ribosomal protein, mitochondrial, putative",0,GO:0005739|mitochondrion; GO:0005762|mitochondrial large ribosomal subunit; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,
Tb927.10.11060,,,,,,,,none,,Tb927.10.11060,"hypothetical protein, conserved",0,GO:0005739|mitochondrion; GO:0005737|cytoplasm; GO:0005929|cilium,,,,,,,,,,,,,,,,,,,,,
Tb927.10.11070,0.701622091,0.036139367,6.298049081,1.340445487,0.154379839,0.041283336,5.875493307,6,0.013077942,Tb927.10.11070,"hypothetical protein, conserved",1,GO:0005739|mitochondrion; GO:0005737|cytoplasm; GO:0020016|ciliary pocket,,,,0.614696552,0.606735043,,0.27374995,,,,0.69821937,0.549613388,0.365850486,0.259937265,,,0.713390828,,0.495078236,0.328497428,0.257597908
Tb927.10.11080,0.955857173,,9.626621503,,8.40E-10,,6.63213015,9,0.019195253,Tb927.10.11080,paraflagellar rod protein,1,GO:0036064|ciliary basal body; GO:0010608|posttranscriptional regulation of gene expression,0.958091966,0.940154736,0.855057796,0.797722339,0.633952368,0.425411354,0.264023419,0.948027657,0.899022635,0.87554456,0.814930715,0.626195786,0.385837167,0.261530296,0.943627078,0.909904613,0.898357591,0.782363163,0.658459444,0.39635676,0.210491457
Tb927.10.11090,,,,,,,,none,,Tb927.10.11090,"hypothetical protein, conserved",0,GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,
Tb927.10.11110,,,,,,,,none,,Tb927.10.11110,"hypothetical protein, conserved",0,GO:0097014|ciliary plasm; GO:0005737|cytoplasm,,,,,,,,,,,,0.509844487,,,,,,0.533761757,,,
Tb927.10.11130,0.953633651,0.403638344,1.548672155,0.429326087,0.428962179,0.019112574,1.923322853,1,0.062443604,Tb927.10.11130,"SET domain containing protein, putative",1,GO:0005515|protein binding; GO:0005737|cytoplasm,,0.243227215,,0.725234018,0.488951827,0.447741463,,,,0.864535397,0.658180402,0.512254784,0.442284679,0.204587901,,,,,,0.41978421,0.404427779
Tb927.10.11140,0.927879196,,8.630312487,,1.66E-09,,5.941541371,6,0.028256417,Tb927.10.11140,"hypothetical protein, conserved",1,GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0005737|cytoplasm,0.9278502,,0.769794781,0.739315702,0.663168327,0.381650774,0.335428317,,0.876463852,0.832411732,0.771938777,0.684665036,0.362263998,0.235328748,0.85973394,0.874854945,0.791344276,0.738455908,0.578641425,0.359429787,0.222710744
Tb927.10.11150,0.886826312,0.074488194,6.571775808,1.902410677,0.076594736,0.09754706,5.103012227,4,0.038289225,Tb927.10.11150,"hypothetical protein, conserved",1,none,,0.958550926,0.884047348,0.724279132,0.562642233,0.336696088,0.243286344,0.8735863,0.947422725,0.825548336,0.727010625,0.525858247,0.333203566,0.223541741,0.890919909,0.961433695,0.855248339,0.730488093,0.562816419,0.360486783,0.215811355
Tb927.10.11160,,,,,,,,none,,Tb927.10.11160,"NFU2 iron-sulfur cluster scaffold homolog, mitochondrial",0,GO:0051536|iron-sulfur cluster binding; GO:0005506|iron ion binding; GO:0005739|mitochondrion; GO:0006879|cellular iron ion homeostasis; GO:0005759|mitochondrial matrix; GO:0016226|iron-sulfur cluster assembly,,,,,,,,,,,0.700459519,,,,,,,,,,
Tb927.10.11170,1.008289673,,8.092249147,,1.79E-09,,5.568584283,5,0.051018984,Tb927.10.11170,"hypothetical protein, conserved",1,GO:0005634|nucleus; GO:0005730|nucleolus; GO:0005654|nucleoplasm,,0.890657929,,0.79124473,0.601851939,0.405980533,0.278695174,,0.908562454,0.856066505,0.865226249,0.608616914,0.370823122,0.225282212,,0.709878827,,0.72068562,0.648596233,0.418108029,0.231195929
Tb927.10.11180,1.004383482,,8.679330197,,2.09E-09,,5.975517861,7,0.012737569,Tb927.10.11180,"Ubiquitin-like modifier-activating enzyme ATG7, putative",1,GO:0008641|ubiquitin-like modifier activating enzyme activity; GO:0031981|nuclear lumen; GO:0003824|catalytic activity; GO:0097014|ciliary plasm; GO:0006914|autophagy; GO:0005737|cytoplasm; GO:0006623|protein targeting to vacuole,,0.956319531,,0.832067341,0.62427591,0.386013183,0.231561844,0.761329801,0.887653294,,0.77986411,0.638787982,0.411093855,0.244088652,,,0.937109248,0.8009487,0.653358075,0.379551179,0.260857391
Tb927.10.11190,,,,,,,,none,,Tb927.10.11190,"tRNA-splicing ligase RtcB, putative",0,GO:0005737|cytoplasm; GO:0008452|RNA ligase activity; GO:0005739|mitochondrion; GO:0006396|RNA processing,,,,,0.531057523,,0.288437185,,,0.901058999,0.736916429,,0.280836386,,,,,,0.601219083,0.419897647,
Tb927.10.1120,,,,,,,,none,,Tb927.10.1120,"hypothetical protein, conserved",0,GO:0097542|ciliary tip; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,
Tb927.10.11210,0.973407177,,11.56256404,,4.53E-10,,7.974023255,10,0.019621595,Tb927.10.11210,"hypothetical protein, conserved",1,GO:0005515|protein binding; GO:0005634|nucleus; GO:0031981|nuclear lumen,0.90283828,0.879401466,0.856909919,0.790955558,0.694917796,0.45927504,0.259012024,,0.994489635,0.903105758,0.85583788,0.692415451,0.460500579,0.265413932,,,,0.786365218,0.682883563,0.596793393,0.340958101
Tb927.10.11220,0.615976277,0.016994191,3.386462204,0.297873326,0.221795867,0.01900849,3.792391648,2,0.011000951,Tb927.10.11220,procyclic form surface phosphoprotein,1,GO:0005199|structural constituent of cell wall; GO:0009664|plant-type cell wall organization; GO:0020016|ciliary pocket; GO:0009986|cell surface; GO:0005737|cytoplasm,0.822292945,0.766952148,0.697842064,0.571546256,0.379588971,0.304671317,,0.867883296,0.742393629,0.719780245,0.526419537,0.439011775,0.276290265,0.154083628,,0.729183876,0.649190624,0.661259705,0.409474023,0.258308874,
Tb927.10.11230,,,,,,,,none,,Tb927.10.11230,"Ras-induced vulval development antagonist, putative",0,"GO:0005634|nucleus; GO:0045892|negative regulation of transcription, DNA-templated; GO:0007219|Notch signaling pathway; GO:0005654|nucleoplasm; GO:0005737|cytoplasm; GO:0003682|chromatin binding",,,,0.724465277,0.656126509,0.350500472,,,,,0.742019689,0.635113144,0.384371918,,,,,0.777627034,0.560979055,0.356497214,
Tb927.10.11250,0.957723692,,9.399508301,,2.80E-10,,6.474707268,8,0.011251864,Tb927.10.11250;Tb11.v5.0575,Coiled-coil domain-containing protein 40 homolog;Coiled-coil domain-containing protein 40 homolog (fragment),1,none,0.956738901,0.895053957,0.853300095,0.788098292,0.632677417,0.40611118,0.269327094,0.944106862,0.895435284,0.85737148,0.806746967,0.616154097,0.411117498,0.247786999,0.92960954,0.912001242,0.871366125,0.79531271,0.614009215,0.409422167,0.266743833
Tb927.10.11260,,,,,,,,none,,Tb927.10.11260,"SSU ribosomal protein, mitochondrial, putative",0,GO:0005739|mitochondrion; GO:0005763|mitochondrial small ribosomal subunit,,,0.660242992,,,,,,,,,,,,,,,,,,
Tb927.10.11270,0.890955414,0.076630081,2.009587629,0.231792046,0.122636967,0.012734784,1.641344265,1,0.009700713,Tb927.10.11270,"RNA-binding protein, putative",1,GO:0003723|RNA binding; GO:0006396|RNA processing; GO:0010608|posttranscriptional regulation of gene expression; GO:0003676|nucleic acid binding; GO:0005737|cytoplasm,,,0.667773005,0.436754246,0.267405997,0.129487868,,,,0.708365377,0.446064878,0.254347105,0.142035802,,,,0.662790689,0.455830769,0.242321723,0.142048733,
Tb927.10.11300,1.118084971,,8.351462055,,9.43E-10,,5.748256972,6,0.059116005,Tb927.10.11300,"paraflagellar rod component, putative",1,GO:0016281|eukaryotic translation initiation factor 4F complex,1.002840035,1.006677918,0.971053199,0.896945862,0.723376794,0.44749985,0.282440568,0.997696221,0.953426605,0.998535503,0.925554548,0.71895439,0.458853981,0.265349052,0.950048101,1.010491702,0.985434574,0.88710454,0.740615452,0.452925492,0.26353462
Tb927.10.11310,1.064239215,0.083401088,8.092425486,1.121131077,2.73E-10,0.022741559,5.5687065,5,0.025905486,Tb927.10.11310,intraflagellar transport protein 57/55,1,GO:0035735|intraciliary transport involved in cilium assembly; GO:0030992|intraciliary transport particle B; GO:0030990|intraciliary transport particle,1.005738899,0.991127581,0.942383586,0.853196602,0.656965526,0.398118106,0.238973857,0.990889042,0.998463313,0.946209735,0.859415254,0.651506573,0.37669518,0.223027351,1.018738158,1.001392943,0.950377924,0.825295924,0.649742765,0.368531984,0.20701814
Tb927.10.11330,0.916608234,0.008854204,3.896852771,0.130789038,0.081748433,0.004352955,3.019123841,1,0.029914503,Tb927.10.11330,"EF-hand domain pair, putative",1,GO:0005509|calcium ion binding,,0.889247581,0.779850126,0.633830214,0.40884212,0.216615026,0.088332393,,0.896460252,0.62996017,0.627510269,0.401418911,0.218287749,0.1225968,0.953030755,0.875266857,0.748570785,0.63152102,0.379202566,0.189896475,0.125141472
Tb927.10.11340,1.021600525,0.03694778,1.510046047,0.141705463,0.105001167,0.016335286,1.163578821,1,0.024300188,Tb927.10.11340;Tb11.v5.0604,"hypothetical protein, conserved;hypothetical protein, conserved",1,none,0.591681846,0.825185796,0.714876712,0.378754803,0.15885388,0.124054476,,,0.843721746,0.684326296,0.38240498,0.159848631,0.101512221,,,,0.655440716,0.35123068,0.187053577,0.115026599,
Tb927.10.11350,,,,,,,,none,,Tb927.10.11350,"LSU ribosomal protein, mitochondrial, putative",0,GO:0005739|mitochondrion; GO:0005762|mitochondrial large ribosomal subunit,,,,,0.507386773,,,,0.958895188,,,,,,,,,,,0.306414143,
Tb927.10.11360,0.961141717,,9.63905645,,2.91E-11,,6.64074939,9,0.014158111,Tb927.10.11360;Tb11.v5.0674,"protein phosphatase 2A regulatory subunit, putative;protein phosphatase 2A regulatory subunit, putative",1,GO:0005515|protein binding; GO:0000159|protein phosphatase type 2A complex; GO:0006470|protein dephosphorylation; GO:0019888|protein phosphatase regulator activity,,0.880579208,0.830267538,0.817095101,0.644943101,0.367342847,0.335614626,,0.881738885,0.845961663,0.794346092,0.597850528,0.430909743,0.260883504,0.896026614,0.913658367,0.907246839,0.791558204,0.615031519,0.427769293,0.287384711
Tb927.10.11370,,,,,,,,none,,Tb927.10.11370,"hypothetical protein, conserved",0,GO:0005739|mitochondrion,,,,,,,,,,,,,,,,,,,,,
Tb927.10.11380,0.877649407,0.010288148,4.301592238,0.275387617,0.077708748,0.010252975,3.334478574,1,0.016338929,Tb927.10.11380,"hypothetical protein, conserved",1,GO:0005515|protein binding,,0.859584104,0.791647749,0.609590051,0.394733706,0.209950752,0.125381515,0.953895308,0.87376963,0.826917673,0.660255656,0.428127612,0.175241167,0.131603588,0.956382143,0.899204812,0.800067478,0.615073829,0.410477279,0.2079113,0.13166276
